Período;ARS;Nº Consultas nos CSP;Nº Consultas CSP (Não Programadas);Nº Consultas CSP (Programadas);Nº Consultas Med CSP (Não Programadas e >= 65)
2019-08-30;ARS Algarve;3496.0;1640.0;1856.0;613.0
2019-08-31;ARS Algarve;368.0;303.0;65.0;53.0
2019-09-01;ARS Alentejo;574.0;549.0;25.0;138.0
2019-09-05;ARS Algarve;4554.0;2097.0;2457.0;860.0
2019-09-07;ARS Algarve;348.0;345.0;3.0;77.0
2019-09-08;ARS Lisboa e Vale do Tejo;1191.0;1191.0;0.0;269.0
2019-09-11;ARS Lisboa e Vale do Tejo;31421.0;12623.0;18798.0;4932.0
2019-09-12;ARS Norte;46852.0;23611.0;23241.0;9071.0
2019-09-13;ARS Centro;16126.0;9173.0;6953.0;3841.0
2019-09-14;ARS Norte;2345.0;2220.0;125.0;525.0
2019-09-15;ARS Norte;2089.0;2089.0;0.0;390.0
2019-09-15;ARS Alentejo;622.0;600.0;22.0;158.0
2019-09-16;ARS Lisboa e Vale do Tejo;37851.0;15967.0;21884.0;6415.0
2019-09-17;ARS Centro;23710.0;12794.0;10916.0;5646.0
2019-09-18;ARS Lisboa e Vale do Tejo;34745.0;13792.0;20953.0;5564.0
2019-09-19;ARS Algarve;4549.0;1966.0;2583.0;806.0
2019-09-22;ARS Centro;1689.0;1689.0;0.0;482.0
2019-09-22;ARS Lisboa e Vale do Tejo;1256.0;1256.0;0.0;263.0
2019-09-23;ARS Alentejo;8186.0;4497.0;3689.0;2099.0
2019-09-25;ARS Centro;23246.0;12218.0;11028.0;5299.0
2019-09-25;ARS Alentejo;7396.0;3823.0;3573.0;1702.0
2019-09-26;ARS Centro;21883.0;11302.0;10581.0;4942.0
2019-09-26;ARS Alentejo;6804.0;3477.0;3327.0;1550.0
2019-09-26;ARS Algarve;4388.0;1953.0;2435.0;782.0
2019-09-28;ARS Lisboa e Vale do Tejo;2010.0;1980.0;30.0;433.0
2019-09-29;ARS Alentejo;726.0;676.0;50.0;160.0
2019-09-30;ARS Norte;61048.0;31806.0;29242.0;11684.0
2019-10-01;ARS Alentejo;8555.0;4530.0;4025.0;2031.0
2019-10-02;ARS Norte;52923.0;26856.0;26067.0;9814.0
2019-10-02;ARS Lisboa e Vale do Tejo;35651.0;14278.0;21373.0;5429.0
2019-10-04;ARS Centro;17843.0;10167.0;7676.0;4192.0
2019-10-04;ARS Lisboa e Vale do Tejo;28840.0;11959.0;16881.0;4415.0
2019-10-05;ARS Norte;2621.0;2549.0;72.0;497.0
2019-10-05;ARS Algarve;346.0;306.0;40.0;72.0
2019-10-08;ARS Norte;59127.0;29976.0;29151.0;11388.0
2019-10-10;ARS Norte;52091.0;25592.0;26499.0;9490.0
2019-10-10;ARS Algarve;4975.0;2167.0;2808.0;841.0
2019-10-13;ARS Centro;1848.0;1848.0;0.0;498.0
2019-10-13;ARS Algarve;279.0;254.0;25.0;39.0
2019-10-16;ARS Alentejo;7776.0;4203.0;3573.0;1884.0
2019-10-17;ARS Algarve;5211.0;2344.0;2867.0;938.0
2019-10-18;ARS Norte;43786.0;22896.0;20890.0;7955.0
2019-10-19;ARS Centro;2114.0;1978.0;136.0;569.0
2019-10-19;ARS Alentejo;764.0;700.0;64.0;193.0
2019-10-21;ARS Alentejo;8280.0;4428.0;3852.0;1854.0
2019-10-23;ARS Algarve;5294.0;2514.0;2780.0;1084.0
2019-10-24;ARS Norte;52905.0;25881.0;27024.0;9488.0
2019-10-25;ARS Centro;17817.0;9758.0;8059.0;3975.0
2019-10-25;ARS Algarve;3745.0;1740.0;2005.0;694.0
2019-10-28;ARS Centro;27139.0;15169.0;11970.0;6324.0
2019-10-28;ARS Alentejo;8381.0;4608.0;3773.0;2104.0
2019-10-29;ARS Centro;24304.0;12794.0;11510.0;5383.0
2019-10-30;ARS Algarve;4507.0;2004.0;2503.0;807.0
2019-10-31;ARS Norte;45882.0;22160.0;23722.0;7883.0
2019-11-01;ARS Algarve;270.0;263.0;7.0;61.0
2019-11-03;ARS Alentejo;677.0;617.0;60.0;151.0
2019-11-03;ARS Algarve;301.0;258.0;43.0;45.0
2019-11-05;ARS Alentejo;8560.0;4430.0;4130.0;2043.0
2019-11-06;ARS Norte;54167.0;27710.0;26457.0;10334.0
2019-11-07;ARS Centro;22548.0;11691.0;10857.0;5006.0
2019-11-07;ARS Lisboa e Vale do Tejo;37749.0;14859.0;22890.0;5671.0
2019-11-08;ARS Centro;16849.0;9590.0;7259.0;3913.0
2019-11-09;ARS Norte;2590.0;2479.0;111.0;430.0
2019-11-09;ARS Lisboa e Vale do Tejo;1970.0;1931.0;39.0;456.0
2019-11-11;ARS Norte;65558.0;35060.0;30498.0;13066.0
2019-11-12;ARS Centro;25808.0;13656.0;12152.0;5853.0
2019-11-12;ARS Alentejo;8481.0;4454.0;4027.0;2106.0
2019-11-14;ARS Centro;23827.0;11910.0;11917.0;5041.0
2019-11-15;ARS Norte;44074.0;23002.0;21072.0;8324.0
2019-11-15;ARS Centro;18069.0;9892.0;8177.0;4047.0
2019-11-15;ARS Lisboa e Vale do Tejo;30184.0;12330.0;17854.0;4589.0
2019-11-15;ARS Alentejo;6040.0;3070.0;2970.0;1411.0
2019-11-15;ARS Algarve;4394.0;1909.0;2485.0;746.0
2019-11-16;ARS Lisboa e Vale do Tejo;2047.0;2017.0;30.0;441.0
2019-11-17;ARS Norte;2479.0;2479.0;0.0;356.0
2019-11-18;ARS Norte;65439.0;33994.0;31445.0;12567.0
2019-11-18;ARS Centro;27636.0;15091.0;12545.0;6219.0
2019-11-18;ARS Algarve;5675.0;2470.0;3205.0;960.0
2019-11-20;ARS Lisboa e Vale do Tejo;38510.0;14996.0;23514.0;5640.0
2019-11-20;ARS Alentejo;7254.0;3617.0;3637.0;1611.0
2019-11-20;ARS Algarve;5230.0;2339.0;2891.0;955.0
2019-11-22;ARS Lisboa e Vale do Tejo;29577.0;12064.0;17513.0;4370.0
2019-11-22;ARS Algarve;4110.0;1833.0;2277.0;709.0
2019-11-24;ARS Norte;2777.0;2777.0;0.0;409.0
2019-11-25;ARS Alentejo;8451.0;4569.0;3882.0;2049.0
2019-11-26;ARS Centro;25559.0;13396.0;12163.0;5370.0
2019-11-27;ARS Alentejo;7557.0;3800.0;3757.0;1783.0
2019-11-28;ARS Lisboa e Vale do Tejo;37085.0;14461.0;22624.0;5342.0
2019-11-29;ARS Algarve;3895.0;1622.0;2273.0;663.0
2019-11-30;ARS Alentejo;770.0;693.0;77.0;210.0
2019-12-01;ARS Algarve;294.0;219.0;75.0;37.0
2019-12-02;ARS Centro;26354.0;14554.0;11800.0;5786.0
2019-12-03;ARS Centro;23803.0;12346.0;11457.0;4922.0
2019-12-03;ARS Lisboa e Vale do Tejo;37733.0;15200.0;22533.0;5614.0
2019-12-03;ARS Algarve;4714.0;2047.0;2667.0;840.0
2019-12-04;ARS Centro;23696.0;12267.0;11429.0;4924.0
2019-12-04;ARS Lisboa e Vale do Tejo;36866.0;15186.0;21680.0;5551.0
2019-12-05;ARS Alentejo;6815.0;3372.0;3443.0;1467.0
2019-12-06;ARS Lisboa e Vale do Tejo;28799.0;12524.0;16275.0;4524.0
2019-12-07;ARS Lisboa e Vale do Tejo;2367.0;2342.0;25.0;504.0
2019-12-08;ARS Alentejo;667.0;626.0;41.0;152.0
2019-12-09;ARS Lisboa e Vale do Tejo;44559.0;19293.0;25266.0;6986.0
2019-12-10;ARS Centro;25134.0;13386.0;11748.0;5664.0
2019-12-10;ARS Alentejo;8420.0;4392.0;4028.0;2083.0
2019-12-10;ARS Algarve;4991.0;2171.0;2820.0;902.0
2019-12-11;ARS Alentejo;7416.0;3850.0;3566.0;1708.0
2019-12-12;ARS Norte;49697.0;24345.0;25352.0;8627.0
2019-12-15;ARS Alentejo;747.0;681.0;66.0;178.0
2019-12-16;ARS Norte;60168.0;32172.0;27996.0;11793.0
2019-12-18;ARS Centro;22398.0;11860.0;10538.0;5020.0
2019-12-19;ARS Norte;44096.0;20906.0;23190.0;7023.0
2019-12-19;ARS Alentejo;6988.0;3468.0;3520.0;1522.0
2019-12-20;ARS Centro;12671.0;6910.0;5761.0;2610.0
2019-12-21;ARS Algarve;437.0;365.0;72.0;64.0
2019-12-22;ARS Alentejo;832.0;756.0;76.0;196.0
2019-12-23;ARS Norte;48012.0;26929.0;21083.0;9090.0
2019-12-23;ARS Centro;19229.0;11537.0;7692.0;4274.0
2019-12-24;ARS Lisboa e Vale do Tejo;991.0;963.0;28.0;189.0
2019-12-27;ARS Centro;15835.0;10073.0;5762.0;3829.0
2019-12-28;ARS Centro;2672.0;2493.0;179.0;693.0
2019-12-30;ARS Norte;49477.0;29578.0;19899.0;10733.0
2019-12-31;ARS Norte;2555.0;2445.0;110.0;504.0
2019-12-31;ARS Centro;1539.0;1381.0;158.0;468.0
2020-01-01;ARS Norte;2005.0;2004.0;1.0;378.0
2020-01-01;ARS Centro;1466.0;1466.0;0.0;404.0
2020-01-03;ARS Norte;50007.0;28787.0;21220.0;10338.0
2020-01-05;ARS Alentejo;893.0;818.0;75.0;245.0
2020-01-05;ARS Algarve;356.0;328.0;28.0;67.0
2020-01-06;ARS Lisboa e Vale do Tejo;46183.0;20657.0;25526.0;8348.0
2020-01-08;ARS Alentejo;8048.0;4563.0;3485.0;2172.0
2020-01-09;ARS Norte;57844.0;29418.0;28426.0;11041.0
2020-01-09;ARS Algarve;5345.0;2504.0;2841.0;1080.0
2020-01-12;ARS Alentejo;834.0;760.0;74.0;175.0
2020-01-13;ARS Norte;66684.0;36154.0;30530.0;13426.0
2020-01-13;ARS Alentejo;8618.0;4733.0;3885.0;2182.0
2020-01-14;ARS Centro;26201.0;13703.0;12498.0;5836.0
2020-01-16;ARS Algarve;4627.0;2217.0;2410.0;907.0
2020-01-18;ARS Norte;3490.0;3382.0;108.0;746.0
2020-01-18;ARS Algarve;479.0;417.0;62.0;89.0
2020-01-19;ARS Algarve;339.0;256.0;83.0;47.0
2020-01-20;ARS Lisboa e Vale do Tejo;45839.0;19436.0;26403.0;7161.0
2020-01-22;ARS Alentejo;7548.0;4204.0;3344.0;1782.0
2020-01-24;ARS Centro;19006.0;10720.0;8286.0;4366.0
2020-01-25;ARS Centro;2449.0;2317.0;132.0;644.0
2020-01-25;ARS Alentejo;1001.0;906.0;95.0;249.0
2020-01-27;ARS Alentejo;8677.0;4860.0;3817.0;2024.0
2020-01-27;ARS Algarve;5695.0;2917.0;2778.0;1101.0
2020-01-28;ARS Centro;25989.0;13637.0;12352.0;5581.0
2020-01-29;ARS Alentejo;7767.0;4262.0;3505.0;1850.0
2020-01-29;ARS Algarve;5212.0;2456.0;2756.0;943.0
2020-01-30;ARS Centro;23909.0;12254.0;11655.0;5004.0
2020-01-30;ARS Algarve;5023.0;2356.0;2667.0;944.0
2020-01-31;ARS Centro;10233.0;5665.0;4568.0;2361.0
2020-02-02;ARS Norte;3011.0;3010.0;1.0;537.0
2020-02-02;ARS Lisboa e Vale do Tejo;1833.0;1832.0;1.0;361.0
2020-02-05;ARS Norte;55455.0;28350.0;27105.0;10240.0
2020-02-05;ARS Centro;24266.0;12856.0;11410.0;5239.0
2020-02-05;ARS Lisboa e Vale do Tejo;40193.0;16111.0;24082.0;5867.0
2020-02-06;ARS Norte;54189.0;26686.0;27503.0;9601.0
2020-02-06;ARS Alentejo;7034.0;3659.0;3375.0;1509.0
2020-02-07;ARS Centro;18011.0;10282.0;7729.0;4165.0
2020-02-07;ARS Algarve;4041.0;1879.0;2162.0;701.0
2020-02-08;ARS Centro;2398.0;2231.0;167.0;647.0
2020-02-09;ARS Centro;2094.0;2094.0;0.0;546.0
2020-02-09;ARS Alentejo;833.0;731.0;102.0;173.0
2020-02-09;ARS Algarve;359.0;320.0;39.0;56.0
2020-02-10;ARS Centro;28763.0;16096.0;12667.0;6597.0
2020-02-10;ARS Algarve;6268.0;3111.0;3157.0;1239.0
2020-02-13;ARS Norte;52445.0;25439.0;27006.0;9232.0
2020-02-15;ARS Norte;3164.0;3047.0;117.0;624.0
2020-02-15;ARS Alentejo;861.0;775.0;86.0;225.0
2020-02-16;ARS Algarve;327.0;270.0;57.0;50.0
2020-02-17;ARS Norte;65759.0;34111.0;31648.0;12499.0
2020-02-19;ARS Alentejo;7719.0;4072.0;3647.0;1835.0
2020-02-20;ARS Lisboa e Vale do Tejo;38350.0;14583.0;23767.0;5370.0
2020-02-22;ARS Alentejo;893.0;806.0;87.0;255.0
2020-02-22;ARS Algarve;425.0;317.0;108.0;73.0
2020-02-23;ARS Lisboa e Vale do Tejo;1605.0;1605.0;0.0;339.0
2020-02-23;ARS Algarve;312.0;216.0;96.0;48.0
2020-02-24;ARS Alentejo;6563.0;3704.0;2859.0;1625.0
2020-02-27;ARS Norte;57065.0;28984.0;28081.0;10808.0
2020-02-27;ARS Alentejo;7917.0;4292.0;3625.0;1947.0
2020-02-28;ARS Lisboa e Vale do Tejo;32998.0;13726.0;19272.0;5055.0
2020-02-28;ARS Alentejo;6452.0;3463.0;2989.0;1520.0
2020-03-01;ARS Norte;2519.0;2516.0;3.0;429.0
2020-03-01;ARS Lisboa e Vale do Tejo;1769.0;1769.0;0.0;319.0
2020-03-01;ARS Algarve;297.0;206.0;91.0;46.0
2020-03-02;ARS Norte;64438.0;34283.0;30155.0;12528.0
2020-03-05;ARS Norte;53265.0;26272.0;26993.0;9567.0
2020-03-06;ARS Centro;18583.0;10467.0;8116.0;4213.0
2020-03-06;ARS Alentejo;6242.0;3232.0;3010.0;1368.0
2020-03-07;ARS Centro;2019.0;1876.0;143.0;575.0
2020-03-07;ARS Lisboa e Vale do Tejo;2312.0;2266.0;46.0;485.0
2020-03-07;ARS Algarve;382.0;368.0;14.0;79.0
2020-03-09;ARS Algarve;5598.0;2670.0;2928.0;1013.0
2020-03-10;ARS Lisboa e Vale do Tejo;39700.0;16069.0;23631.0;6151.0
2020-03-13;ARS Lisboa e Vale do Tejo;30534.0;14210.0;16324.0;5051.0
2020-03-14;ARS Norte;1969.0;1884.0;85.0;353.0
2020-03-16;ARS Lisboa e Vale do Tejo;35644.0;19409.0;16235.0;7284.0
2020-03-17;ARS Norte;44565.0;32426.0;12139.0;12692.0
2020-03-17;ARS Alentejo;6254.0;4412.0;1842.0;2083.0
2020-03-18;ARS Algarve;3628.0;2234.0;1394.0;994.0
2020-03-19;ARS Centro;16409.0;11835.0;4574.0;5352.0
2020-03-22;ARS Centro;854.0;854.0;0.0;304.0
2020-03-23;ARS Alentejo;6182.0;4703.0;1479.0;2275.0
2020-03-24;ARS Alentejo;5395.0;3940.0;1455.0;1877.0
2020-03-24;ARS Algarve;3379.0;2021.0;1358.0;911.0
2020-03-25;ARS Norte;31910.0;23873.0;8037.0;9441.0
2020-03-26;ARS Alentejo;4699.0;3590.0;1109.0;1804.0
2020-03-30;ARS Norte;46897.0;36482.0;10415.0;12486.0
2020-03-30;ARS Algarve;3503.0;2369.0;1134.0;885.0
2020-03-31;ARS Norte;39726.0;30860.0;8866.0;11319.0
2020-04-01;ARS Norte;36821.0;28781.0;8040.0;10592.0
2020-04-01;ARS Lisboa e Vale do Tejo;24564.0;14609.0;9955.0;5785.0
2020-04-01;ARS Alentejo;5031.0;3684.0;1347.0;1821.0
2020-04-03;ARS Algarve;2951.0;2073.0;878.0;832.0
2020-04-04;ARS Norte;3263.0;3092.0;171.0;636.0
2020-04-06;ARS Norte;50825.0;40242.0;10583.0;14728.0
2020-04-08;ARS Algarve;3809.0;2587.0;1222.0;1050.0
2020-04-10;ARS Norte;4469.0;4279.0;190.0;929.0
2020-04-10;ARS Algarve;575.0;396.0;179.0;65.0
2020-04-13;ARS Centro;7844.0;6286.0;1558.0;2236.0
2020-04-13;ARS Alentejo;2880.0;2411.0;469.0;1072.0
2020-04-15;ARS Centro;18896.0;14221.0;4675.0;6712.0
2020-04-16;ARS Norte;42893.0;33994.0;8899.0;13108.0
2020-04-19;ARS Norte;4012.0;3613.0;399.0;910.0
2020-04-20;ARS Lisboa e Vale do Tejo;33078.0;20136.0;12942.0;8194.0
2020-04-20;ARS Alentejo;5959.0;4600.0;1359.0;2261.0
2020-04-21;ARS Alentejo;6044.0;4431.0;1613.0;2232.0
2020-04-22;ARS Alentejo;5463.0;4077.0;1386.0;2061.0
2020-04-23;ARS Norte;38696.0;30203.0;8493.0;11749.0
2020-04-24;ARS Norte;35112.0;27871.0;7241.0;10234.0
2020-04-25;ARS Lisboa e Vale do Tejo;1492.0;1365.0;127.0;220.0
2020-04-25;ARS Alentejo;591.0;550.0;41.0;191.0
2020-04-26;ARS Lisboa e Vale do Tejo;1353.0;1252.0;101.0;200.0
2020-04-29;ARS Norte;39272.0;30504.0;8768.0;11829.0
2020-04-29;ARS Alentejo;5065.0;3659.0;1406.0;1729.0
2020-04-29;ARS Algarve;3352.0;2281.0;1071.0;984.0
2020-05-03;ARS Algarve;256.0;213.0;43.0;48.0
2020-05-04;ARS Alentejo;6216.0;4593.0;1623.0;2202.0
2020-05-06;ARS Centro;18648.0;13174.0;5474.0;6383.0
2020-05-06;ARS Algarve;3822.0;2609.0;1213.0;1244.0
2020-05-07;ARS Centro;18390.0;13108.0;5282.0;6343.0
2020-05-07;ARS Alentejo;5497.0;3979.0;1518.0;1921.0
2020-05-08;ARS Algarve;3279.0;2246.0;1033.0;975.0
2020-05-09;ARS Lisboa e Vale do Tejo;1677.0;1522.0;155.0;312.0
2020-05-11;ARS Lisboa e Vale do Tejo;35805.0;21132.0;14673.0;9012.0
2020-05-12;ARS Alentejo;6406.0;4516.0;1890.0;2197.0
2020-05-15;ARS Centro;17020.0;12184.0;4836.0;5724.0
2020-05-15;ARS Algarve;3302.0;2096.0;1206.0;922.0
2020-05-17;ARS Centro;762.0;754.0;8.0;236.0
2020-05-17;ARS Lisboa e Vale do Tejo;1462.0;1246.0;216.0;279.0
2020-05-18;ARS Algarve;4502.0;2910.0;1592.0;1301.0
2020-05-19;ARS Alentejo;6686.0;4542.0;2144.0;2193.0
2020-05-20;ARS Norte;47335.0;33269.0;14066.0;13797.0
2020-05-20;ARS Algarve;4076.0;2586.0;1490.0;1127.0
2020-05-21;ARS Centro;19033.0;12561.0;6472.0;6047.0
2020-05-24;ARS Norte;1761.0;1695.0;66.0;367.0
2020-05-25;ARS Norte;56079.0;40210.0;15869.0;16288.0
2020-05-25;ARS Centro;24715.0;17064.0;7651.0;7885.0
2020-05-25;ARS Lisboa e Vale do Tejo;37676.0;21758.0;15918.0;9081.0
2020-05-26;ARS Norte;51085.0;35547.0;15538.0;14909.0
2020-05-26;ARS Alentejo;6681.0;4279.0;2402.0;2056.0
2020-05-26;ARS Algarve;4613.0;2878.0;1735.0;1246.0
2020-05-27;ARS Norte;47135.0;32243.0;14892.0;13316.0
2020-05-28;ARS Norte;45950.0;31014.0;14936.0;12710.0
2020-05-28;ARS Centro;20590.0;13601.0;6989.0;6321.0
2020-05-29;ARS Norte;40703.0;27565.0;13138.0;10927.0
2020-05-29;ARS Lisboa e Vale do Tejo;29275.0;16279.0;12996.0;6486.0
2020-05-31;ARS Norte;1708.0;1680.0;28.0;409.0
2020-06-01;ARS Norte;58377.0;41619.0;16758.0;16705.0
2020-06-01;ARS Centro;23544.0;15954.0;7590.0;7180.0
2020-06-01;ARS Alentejo;6768.0;4567.0;2201.0;2160.0
2020-06-05;ARS Norte;43851.0;29086.0;14765.0;11684.0
2020-06-05;ARS Centro;18600.0;12490.0;6110.0;5771.0
2020-06-05;ARS Algarve;4222.0;2551.0;1671.0;1056.0
2020-06-11;ARS Norte;1398.0;1368.0;30.0;332.0
2020-06-15;ARS Norte;70542.0;50667.0;19875.0;21254.0
2020-06-16;ARS Algarve;4798.0;3065.0;1733.0;1403.0
2020-06-17;ARS Norte;54760.0;36876.0;17884.0;15531.0
2020-06-22;ARS Lisboa e Vale do Tejo;40643.0;22865.0;17778.0;9313.0
2020-06-24;ARS Alentejo;6664.0;4208.0;2456.0;1978.0
2020-06-24;ARS Algarve;4152.0;2547.0;1605.0;1050.0
2020-06-25;ARS Centro;22398.0;14107.0;8291.0;6609.0
2020-06-27;ARS Centro;1071.0;996.0;75.0;337.0
2020-06-27;ARS Algarve;413.0;285.0;128.0;52.0
2020-07-01;ARS Lisboa e Vale do Tejo;35890.0;19193.0;16697.0;7756.0
2020-07-01;ARS Alentejo;7122.0;4380.0;2742.0;2040.0
2020-07-02;ARS Lisboa e Vale do Tejo;34796.0;18601.0;16195.0;7543.0
2020-07-02;ARS Algarve;4431.0;2511.0;1920.0;1050.0
2020-07-03;ARS Centro;17687.0;11523.0;6164.0;5192.0
2020-07-03;ARS Lisboa e Vale do Tejo;31318.0;16900.0;14418.0;6728.0
2020-07-03;ARS Alentejo;5550.0;3381.0;2169.0;1543.0
2020-07-04;ARS Algarve;403.0;384.0;19.0;60.0
2020-07-05;ARS Norte;1329.0;1288.0;41.0;322.0
2020-07-05;ARS Centro;824.0;812.0;12.0;264.0
2020-07-05;ARS Algarve;257.0;234.0;23.0;39.0
2020-07-12;ARS Centro;876.0;868.0;8.0;287.0
2020-07-16;ARS Norte;48416.0;30630.0;17786.0;12262.0
2020-07-16;ARS Lisboa e Vale do Tejo;33956.0;17650.0;16306.0;6886.0
2020-07-16;ARS Algarve;4404.0;2533.0;1871.0;1007.0
2020-07-17;ARS Algarve;3897.0;2225.0;1672.0;832.0
2020-07-18;ARS Norte;1863.0;1827.0;36.0;427.0
2020-07-19;ARS Norte;1408.0;1399.0;9.0;336.0
2020-07-19;ARS Alentejo;632.0;528.0;104.0;140.0
2020-07-20;ARS Lisboa e Vale do Tejo;38555.0;21240.0;17315.0;8398.0
2020-07-20;ARS Algarve;4883.0;2860.0;2023.0;1177.0
2020-07-22;ARS Norte;50463.0;32417.0;18046.0;13058.0
2020-07-23;ARS Norte;49728.0;31653.0;18075.0;12785.0
2020-07-24;ARS Norte;43078.0;27473.0;15605.0;10719.0
2020-07-27;ARS Lisboa e Vale do Tejo;38504.0;21713.0;16791.0;8478.0
2020-07-27;ARS Alentejo;6409.0;3967.0;2442.0;1705.0
2020-07-27;ARS Algarve;4506.0;2625.0;1881.0;1037.0
2020-07-29;ARS Alentejo;6494.0;3891.0;2603.0;1853.0
2020-07-31;ARS Centro;17080.0;10931.0;6149.0;4841.0
2020-07-31;ARS Algarve;3848.0;2098.0;1750.0;829.0
2020-08-01;ARS Norte;1745.0;1723.0;22.0;418.0
2020-08-02;ARS Norte;1493.0;1473.0;20.0;332.0
2020-08-02;ARS Lisboa e Vale do Tejo;1367.0;1308.0;59.0;225.0
2020-08-02;ARS Alentejo;578.0;519.0;59.0;170.0
2020-08-04;ARS Alentejo;6920.0;4338.0;2582.0;2095.0
2020-08-06;ARS Centro;20507.0;12817.0;7690.0;5826.0
2020-08-06;ARS Alentejo;6191.0;3781.0;2410.0;1861.0
2020-08-08;ARS Lisboa e Vale do Tejo;1902.0;1797.0;105.0;451.0
2020-08-09;ARS Norte;1494.0;1464.0;30.0;286.0
2020-08-09;ARS Alentejo;599.0;544.0;55.0;171.0
2020-08-10;ARS Algarve;4718.0;2784.0;1934.0;1092.0
2020-08-11;ARS Centro;21611.0;13602.0;8009.0;6208.0
2020-08-14;ARS Norte;40352.0;25600.0;14752.0;10020.0
2020-08-15;ARS Lisboa e Vale do Tejo;1547.0;1473.0;74.0;338.0
2020-08-15;ARS Algarve;438.0;361.0;77.0;72.0
2020-08-16;ARS Centro;951.0;914.0;37.0;306.0
2020-08-17;ARS Norte;56727.0;38775.0;17952.0;15115.0
2020-08-17;ARS Algarve;4506.0;2581.0;1925.0;1009.0
2020-08-18;ARS Alentejo;6965.0;4199.0;2766.0;1899.0
2020-08-18;ARS Algarve;4588.0;2622.0;1966.0;1086.0
2020-08-19;ARS Centro;20565.0;12850.0;7715.0;5856.0
2020-08-19;ARS Alentejo;6762.0;3997.0;2765.0;1840.0
2020-08-20;ARS Norte;45867.0;29259.0;16608.0;11575.0
2020-08-20;ARS Centro;19359.0;11817.0;7542.0;5357.0
2020-08-21;ARS Centro;16556.0;10604.0;5952.0;4601.0
2020-08-21;ARS Lisboa e Vale do Tejo;28296.0;15486.0;12810.0;6104.0
2020-08-22;ARS Lisboa e Vale do Tejo;1707.0;1637.0;70.0;395.0
2020-08-25;ARS Norte;52276.0;34314.0;17962.0;13727.0
2020-08-27;ARS Centro;19339.0;11740.0;7599.0;5244.0
2020-08-28;ARS Lisboa e Vale do Tejo;28243.0;15026.0;13217.0;5874.0
2020-08-29;ARS Norte;2062.0;2018.0;44.0;511.0
2020-08-30;ARS Norte;1647.0;1626.0;21.0;364.0
2020-09-02;ARS Algarve;4404.0;2523.0;1881.0;1000.0
2020-09-03;ARS Alentejo;6143.0;3604.0;2539.0;1710.0
2020-09-05;ARS Norte;2161.0;2125.0;36.0;512.0
2020-09-05;ARS Algarve;496.0;413.0;83.0;114.0
2020-09-06;ARS Alentejo;680.0;617.0;63.0;181.0
2020-09-07;ARS Centro;23641.0;15369.0;8272.0;6631.0
2020-09-07;ARS Lisboa e Vale do Tejo;38300.0;21391.0;16909.0;8197.0
2020-09-08;ARS Centro;22886.0;14409.0;8477.0;6495.0
2020-09-08;ARS Alentejo;6503.0;3969.0;2534.0;1887.0
2020-09-08;ARS Algarve;4716.0;2773.0;1943.0;1112.0
2020-09-09;ARS Norte;54403.0;35185.0;19218.0;13515.0
2020-09-10;ARS Norte;53868.0;34168.0;19700.0;12971.0
2020-09-10;ARS Alentejo;6516.0;3883.0;2633.0;1811.0
2020-09-10;ARS Algarve;4716.0;2727.0;1989.0;1091.0
2020-09-12;ARS Alentejo;850.0;712.0;138.0;246.0
2020-09-13;ARS Norte;2160.0;2054.0;106.0;414.0
2020-09-13;ARS Centro;1057.0;1024.0;33.0;317.0
2020-09-13;ARS Lisboa e Vale do Tejo;1550.0;1460.0;90.0;254.0
2020-09-13;ARS Alentejo;762.0;675.0;87.0;171.0
2020-09-14;ARS Centro;25926.0;16314.0;9612.0;6784.0
2020-09-14;ARS Alentejo;7897.0;4845.0;3052.0;2082.0
2020-09-16;ARS Alentejo;7622.0;4456.0;3166.0;2083.0
2020-09-17;ARS Lisboa e Vale do Tejo;36831.0;19772.0;17059.0;7632.0
2020-09-18;ARS Alentejo;5988.0;3500.0;2488.0;1504.0
2020-09-19;ARS Alentejo;1026.0;899.0;127.0;315.0
2020-09-20;ARS Lisboa e Vale do Tejo;1765.0;1674.0;91.0;332.0
2020-09-21;ARS Lisboa e Vale do Tejo;46856.0;26640.0;20216.0;10241.0
2020-09-22;ARS Centro;27534.0;17006.0;10528.0;7437.0
2020-09-22;ARS Lisboa e Vale do Tejo;43903.0;23777.0;20126.0;9369.0
2020-09-22;ARS Algarve;5458.0;3048.0;2410.0;1227.0
2020-09-25;ARS Alentejo;6235.0;3530.0;2705.0;1562.0
2020-09-26;ARS Norte;3030.0;2847.0;183.0;648.0
2020-09-27;ARS Alentejo;885.0;766.0;119.0;211.0
2020-09-28;ARS Norte;74068.0;49071.0;24997.0;17374.0
2020-09-30;ARS Algarve;5416.0;2946.0;2470.0;1130.0
2020-10-02;ARS Algarve;4624.0;2668.0;1956.0;946.0
2020-10-03;ARS Centro;1558.0;1363.0;195.0;417.0
2020-10-03;ARS Lisboa e Vale do Tejo;2595.0;2500.0;95.0;424.0
2020-10-04;ARS Alentejo;794.0;645.0;149.0;167.0
2020-10-05;ARS Norte;3295.0;3177.0;118.0;595.0
2020-10-05;ARS Lisboa e Vale do Tejo;2148.0;2015.0;133.0;331.0
2020-10-05;ARS Alentejo;892.0;736.0;156.0;216.0
2020-10-06;ARS Alentejo;8220.0;5203.0;3017.0;2167.0
2020-10-08;ARS Centro;24694.0;15638.0;9056.0;6571.0
