Período;ARS;Nº Consultas nos CSP;Nº Consultas CSP (Não Programadas);Nº Consultas CSP (Programadas);Nº Consultas Med CSP (Não Programadas e >= 65)
2018-04-25;ARS Centro;1796.0;1796.0;0.0;479.0
2018-04-25;ARS Lisboa e Vale do Tejo;1094.0;1094.0;0.0;237.0
2018-04-25;ARS Algarve;294.0;247.0;47.0;57.0
2018-04-26;ARS Centro;22687.0;12817.0;9870.0;5516.0
2018-04-27;ARS Lisboa e Vale do Tejo;25955.0;11155.0;14800.0;4387.0
2018-04-28;ARS Centro;1961.0;1866.0;95.0;532.0
2018-04-29;ARS Norte;2278.0;2278.0;0.0;389.0
2018-04-30;ARS Alentejo;7153.0;4120.0;3033.0;1803.0
2018-05-01;ARS Algarve;239.0;181.0;58.0;46.0
2018-05-03;ARS Algarve;4568.0;2106.0;2462.0;854.0
2018-05-04;ARS Centro;17971.0;10722.0;7249.0;4559.0
2018-05-04;ARS Alentejo;7026.0;3726.0;3300.0;1714.0
2018-05-05;ARS Lisboa e Vale do Tejo;1879.0;1866.0;13.0;460.0
2018-05-06;ARS Alentejo;753.0;701.0;52.0;189.0
2018-05-07;ARS Alentejo;8926.0;4924.0;4002.0;2234.0
2018-05-09;ARS Algarve;3093.0;1465.0;1628.0;608.0
2018-05-10;ARS Norte;31595.0;16505.0;15090.0;6226.0
2018-05-11;ARS Algarve;4730.0;2431.0;2299.0;939.0
2018-05-12;ARS Lisboa e Vale do Tejo;2097.0;2070.0;27.0;523.0
2018-05-13;ARS Alentejo;779.0;716.0;63.0;186.0
2018-05-13;ARS Algarve;294.0;292.0;2.0;69.0
2018-05-14;ARS Centro;28842.0;16796.0;12046.0;7267.0
2018-05-14;ARS Lisboa e Vale do Tejo;40295.0;17336.0;22959.0;7216.0
2018-05-15;ARS Algarve;5990.0;2834.0;3156.0;1190.0
2018-05-17;ARS Algarve;5261.0;2400.0;2861.0;989.0
2018-05-18;ARS Centro;18803.0;10624.0;8179.0;4350.0
2018-05-21;ARS Algarve;5762.0;2922.0;2840.0;1106.0
2018-05-22;ARS Norte;56591.0;28287.0;28304.0;10603.0
2018-05-22;ARS Algarve;5583.0;2712.0;2871.0;1081.0
2018-05-23;ARS Algarve;4466.0;2029.0;2437.0;813.0
2018-05-24;ARS Alentejo;7339.0;3619.0;3720.0;1594.0
2018-05-26;ARS Alentejo;849.0;772.0;77.0;223.0
2018-05-28;ARS Centro;26170.0;15104.0;11066.0;6493.0
2018-05-28;ARS Alentejo;8741.0;4770.0;3971.0;2069.0
2018-05-29;ARS Algarve;5363.0;2466.0;2897.0;1013.0
2018-05-30;ARS Norte;50673.0;25435.0;25238.0;9583.0
2018-06-01;ARS Centro;15977.0;9998.0;5979.0;3964.0
2018-06-03;ARS Lisboa e Vale do Tejo;1321.0;1321.0;0.0;239.0
2018-06-03;ARS Algarve;242.0;242.0;0.0;60.0
2018-06-04;ARS Norte;65552.0;36527.0;29025.0;13938.0
2018-06-04;ARS Centro;27814.0;16232.0;11582.0;7051.0
2018-06-05;ARS Lisboa e Vale do Tejo;35158.0;14614.0;20544.0;6094.0
2018-06-05;ARS Alentejo;8880.0;4747.0;4133.0;2106.0
2018-06-08;ARS Algarve;3998.0;1855.0;2143.0;724.0
2018-06-09;ARS Norte;2366.0;2262.0;104.0;449.0
2018-06-09;ARS Centro;1942.0;1818.0;124.0;517.0
2018-06-10;ARS Algarve;264.0;263.0;1.0;44.0
2018-06-13;ARS Norte;48478.0;24341.0;24137.0;9047.0
2018-06-13;ARS Lisboa e Vale do Tejo;26109.0;10434.0;15675.0;4014.0
2018-06-13;ARS Algarve;4757.0;2116.0;2641.0;875.0
2018-06-16;ARS Lisboa e Vale do Tejo;1912.0;1882.0;30.0;431.0
2018-06-17;ARS Norte;2188.0;2188.0;0.0;377.0
2018-06-17;ARS Algarve;237.0;230.0;7.0;48.0
2018-06-20;ARS Centro;21068.0;11199.0;9869.0;4806.0
2018-06-21;ARS Norte;49570.0;24376.0;25194.0;9066.0
2018-06-21;ARS Centro;22133.0;11828.0;10305.0;5170.0
2018-06-22;ARS Centro;16678.0;9567.0;7111.0;4027.0
2018-06-23;ARS Norte;2511.0;2405.0;106.0;508.0
2018-06-23;ARS Alentejo;892.0;778.0;114.0;258.0
2018-06-24;ARS Norte;2237.0;2237.0;0.0;417.0
2018-06-26;ARS Alentejo;8134.0;4321.0;3813.0;1945.0
2018-06-29;ARS Norte;35691.0;18843.0;16848.0;6711.0
2018-06-29;ARS Lisboa e Vale do Tejo;19735.0;8366.0;11369.0;3253.0
2018-06-30;ARS Norte;2509.0;2396.0;113.0;513.0
2018-06-30;ARS Alentejo;860.0;771.0;89.0;218.0
2018-07-02;ARS Lisboa e Vale do Tejo;34256.0;15039.0;19217.0;6038.0
2018-07-05;ARS Centro;20829.0;11198.0;9631.0;4944.0
2018-07-05;ARS Lisboa e Vale do Tejo;29078.0;11456.0;17622.0;4629.0
2018-07-08;ARS Lisboa e Vale do Tejo;1166.0;1166.0;0.0;267.0
2018-07-09;ARS Norte;54398.0;28569.0;25829.0;10658.0
2018-07-09;ARS Centro;24046.0;13720.0;10326.0;5823.0
2018-07-10;ARS Centro;22814.0;12448.0;10366.0;5616.0
2018-07-11;ARS Norte;48391.0;24529.0;23862.0;9404.0
2018-07-13;ARS Centro;16836.0;9784.0;7052.0;4224.0
2018-07-13;ARS Alentejo;5673.0;3026.0;2647.0;1403.0
2018-07-15;ARS Centro;1783.0;1783.0;0.0;461.0
2018-07-15;ARS Algarve;294.0;286.0;8.0;56.0
2018-07-17;ARS Centro;22391.0;12397.0;9994.0;5438.0
2018-07-19;ARS Norte;46943.0;23298.0;23645.0;8743.0
2018-07-19;ARS Centro;20426.0;10985.0;9441.0;4799.0
2018-07-20;ARS Alentejo;5486.0;2983.0;2503.0;1285.0
2018-07-22;ARS Alentejo;700.0;648.0;52.0;171.0
2018-07-23;ARS Centro;23128.0;13649.0;9479.0;5967.0
2018-07-23;ARS Lisboa e Vale do Tejo;31508.0;13518.0;17990.0;5422.0
2018-07-25;ARS Alentejo;6337.0;3664.0;2673.0;1675.0
2018-07-27;ARS Alentejo;5318.0;2806.0;2512.0;1268.0
2018-07-29;ARS Alentejo;824.0;761.0;63.0;236.0
2018-07-30;ARS Norte;53464.0;29346.0;24118.0;11060.0
2018-07-30;ARS Alentejo;6890.0;4124.0;2766.0;1841.0
2018-07-30;ARS Algarve;4813.0;2387.0;2426.0;996.0
2018-08-01;ARS Alentejo;6594.0;3685.0;2909.0;1648.0
2018-08-03;ARS Norte;34855.0;18041.0;16814.0;6472.0
2018-08-03;ARS Alentejo;4718.0;2617.0;2101.0;1103.0
2018-08-04;ARS Norte;2565.0;2457.0;108.0;483.0
2018-08-04;ARS Centro;2276.0;2140.0;136.0;583.0
2018-08-05;ARS Centro;1900.0;1891.0;9.0;507.0
2018-08-07;ARS Centro;20539.0;11836.0;8703.0;5117.0
2018-08-08;ARS Centro;19937.0;11448.0;8489.0;4877.0
2018-08-10;ARS Centro;16230.0;10020.0;6210.0;4262.0
2018-08-12;ARS Alentejo;720.0;673.0;47.0;180.0
2018-08-12;ARS Algarve;312.0;292.0;20.0;49.0
2018-08-14;ARS Norte;43327.0;23305.0;20022.0;8905.0
2018-08-14;ARS Lisboa e Vale do Tejo;25185.0;10643.0;14542.0;4391.0
2018-08-15;ARS Norte;2059.0;2059.0;0.0;373.0
2018-08-15;ARS Lisboa e Vale do Tejo;1035.0;1035.0;0.0;211.0
2018-08-17;ARS Norte;35637.0;20286.0;15351.0;7462.0
2018-08-18;ARS Norte;2514.0;2410.0;104.0;465.0
2018-08-18;ARS Lisboa e Vale do Tejo;1735.0;1723.0;12.0;417.0
2018-08-18;ARS Algarve;363.0;287.0;76.0;71.0
2018-08-19;ARS Centro;1824.0;1824.0;0.0;477.0
2018-08-19;ARS Algarve;277.0;233.0;44.0;36.0
2018-08-21;ARS Norte;47377.0;25428.0;21949.0;9751.0
2018-08-22;ARS Norte;44025.0;23363.0;20662.0;8800.0
2018-08-22;ARS Alentejo;7352.0;3957.0;3395.0;1927.0
2018-08-23;ARS Centro;19496.0;11083.0;8413.0;4913.0
2018-08-24;ARS Centro;15863.0;9507.0;6356.0;4032.0
2018-08-26;ARS Lisboa e Vale do Tejo;1164.0;1164.0;0.0;248.0
2018-08-28;ARS Centro;20990.0;12190.0;8800.0;5507.0
2018-08-29;ARS Centro;19544.0;11297.0;8247.0;4920.0
2018-08-31;ARS Centro;15874.0;9574.0;6300.0;4025.0
2018-09-01;ARS Norte;2261.0;2142.0;119.0;445.0
2018-09-01;ARS Centro;2040.0;1934.0;106.0;673.0
2018-09-03;ARS Lisboa e Vale do Tejo;30103.0;13461.0;16642.0;5393.0
2018-09-03;ARS Algarve;4228.0;2075.0;2153.0;818.0
2018-09-04;ARS Centro;21470.0;12180.0;9290.0;5450.0
2018-09-04;ARS Algarve;4503.0;2229.0;2274.0;935.0
2018-09-05;ARS Alentejo;6962.0;3974.0;2988.0;1874.0
2018-09-08;ARS Lisboa e Vale do Tejo;1705.0;1678.0;27.0;425.0
2018-09-08;ARS Algarve;319.0;314.0;5.0;82.0
2018-09-09;ARS Lisboa e Vale do Tejo;1186.0;1186.0;0.0;277.0
2018-09-11;ARS Centro;23156.0;13044.0;10112.0;5718.0
2018-09-11;ARS Lisboa e Vale do Tejo;29119.0;12226.0;16893.0;5054.0
2018-09-11;ARS Algarve;4793.0;2259.0;2534.0;937.0
2018-09-12;ARS Algarve;4549.0;2136.0;2413.0;935.0
2018-09-13;ARS Centro;21460.0;11746.0;9714.0;5215.0
2018-09-13;ARS Alentejo;6861.0;3791.0;3070.0;1778.0
2018-09-14;ARS Algarve;3808.0;1886.0;1922.0;812.0
2018-09-15;ARS Alentejo;750.0;696.0;54.0;225.0
2018-09-18;ARS Lisboa e Vale do Tejo;32806.0;13304.0;19502.0;5669.0
2018-09-20;ARS Lisboa e Vale do Tejo;29977.0;12272.0;17705.0;4911.0
2018-09-20;ARS Algarve;4701.0;2333.0;2368.0;1008.0
2018-09-21;ARS Alentejo;5969.0;3235.0;2734.0;1435.0
2018-09-22;ARS Algarve;346.0;273.0;73.0;83.0
2018-09-23;ARS Centro;1657.0;1656.0;1.0;440.0
2018-09-24;ARS Centro;27185.0;16111.0;11074.0;7086.0
2018-09-25;ARS Lisboa e Vale do Tejo;33584.0;13232.0;20352.0;5183.0
2018-09-25;ARS Alentejo;8409.0;4283.0;4126.0;1945.0
2018-09-26;ARS Norte;52129.0;26196.0;25933.0;9564.0
2018-09-26;ARS Alentejo;7764.0;4151.0;3613.0;1844.0
2018-09-27;ARS Lisboa e Vale do Tejo;29690.0;11790.0;17900.0;4435.0
2018-09-28;ARS Algarve;3866.0;1883.0;1983.0;717.0
2018-09-29;ARS Algarve;345.0;286.0;59.0;55.0
2018-09-30;ARS Algarve;262.0;258.0;4.0;49.0
2018-10-02;ARS Centro;23017.0;12822.0;10195.0;5435.0
2018-10-02;ARS Lisboa e Vale do Tejo;33073.0;14524.0;18549.0;5696.0
2018-10-03;ARS Centro;21743.0;12025.0;9718.0;5276.0
2018-10-03;ARS Lisboa e Vale do Tejo;30003.0;12721.0;17282.0;4986.0
2018-10-05;ARS Centro;1748.0;1742.0;6.0;506.0
2018-10-06;ARS Centro;2136.0;2010.0;126.0;492.0
2018-10-06;ARS Alentejo;795.0;719.0;76.0;185.0
2018-10-09;ARS Norte;60888.0;32303.0;28585.0;12328.0
2018-10-09;ARS Algarve;5437.0;2562.0;2875.0;1102.0
2018-10-10;ARS Norte;56554.0;29432.0;27122.0;11037.0
2018-10-10;ARS Algarve;4849.0;2263.0;2586.0;936.0
2018-10-13;ARS Lisboa e Vale do Tejo;1967.0;1935.0;32.0;467.0
2018-10-15;ARS Norte;64672.0;34877.0;29795.0;12759.0
2018-10-15;ARS Alentejo;8547.0;4697.0;3850.0;2051.0
2018-10-16;ARS Alentejo;8940.0;4760.0;4180.0;2158.0
2018-10-17;ARS Lisboa e Vale do Tejo;32834.0;13428.0;19406.0;5296.0
2018-10-18;ARS Centro;22836.0;12521.0;10315.0;5533.0
2018-10-21;ARS Centro;1777.0;1777.0;0.0;513.0
2018-10-22;ARS Alentejo;8657.0;4728.0;3929.0;2007.0
2018-10-24;ARS Centro;24809.0;13366.0;11443.0;5767.0
2018-10-26;ARS Centro;13248.0;7669.0;5579.0;3238.0
2018-10-27;ARS Centro;1933.0;1815.0;118.0;483.0
2018-10-28;ARS Norte;2041.0;2041.0;0.0;328.0
2018-10-28;ARS Algarve;264.0;210.0;54.0;35.0
2018-10-29;ARS Centro;25876.0;14785.0;11091.0;6358.0
2018-10-30;ARS Alentejo;8766.0;4457.0;4309.0;1972.0
2018-10-31;ARS Centro;20476.0;10754.0;9722.0;4467.0
2018-10-31;ARS Algarve;4642.0;2047.0;2595.0;842.0
2018-11-01;ARS Centro;1461.0;1461.0;0.0;406.0
2018-11-03;ARS Norte;2629.0;2516.0;113.0;535.0
2018-11-04;ARS Norte;2128.0;2128.0;0.0;326.0
2018-11-04;ARS Algarve;231.0;229.0;2.0;39.0
2018-11-05;ARS Centro;27511.0;16432.0;11079.0;6986.0
2018-11-05;ARS Alentejo;9178.0;5113.0;4065.0;2318.0
2018-11-09;ARS Lisboa e Vale do Tejo;28392.0;12119.0;16273.0;4676.0
2018-11-10;ARS Algarve;308.0;266.0;42.0;64.0
2018-11-11;ARS Centro;1431.0;1431.0;0.0;341.0
2018-11-12;ARS Algarve;5748.0;2760.0;2988.0;1096.0
2018-11-13;ARS Alentejo;9074.0;4649.0;4425.0;2101.0
2018-11-14;ARS Alentejo;8449.0;4350.0;4099.0;2032.0
2018-11-18;ARS Centro;1693.0;1693.0;0.0;461.0
2018-11-19;ARS Centro;26318.0;14849.0;11469.0;6253.0
2018-11-19;ARS Lisboa e Vale do Tejo;37815.0;15977.0;21838.0;6156.0
2018-11-20;ARS Lisboa e Vale do Tejo;35876.0;14647.0;21229.0;5800.0
2018-11-22;ARS Alentejo;7498.0;3924.0;3574.0;1710.0
2018-11-24;ARS Algarve;247.0;246.0;1.0;60.0
2018-11-25;ARS Centro;1768.0;1768.0;0.0;469.0
2018-11-25;ARS Lisboa e Vale do Tejo;1268.0;1268.0;0.0;272.0
2018-11-25;ARS Alentejo;642.0;594.0;48.0;120.0
2018-11-25;ARS Algarve;258.0;193.0;65.0;37.0
2018-11-26;ARS Centro;26862.0;15176.0;11686.0;6298.0
2018-11-26;ARS Algarve;5259.0;2573.0;2686.0;1041.0
2018-11-27;ARS Norte;58649.0;29203.0;29446.0;11033.0
2018-11-28;ARS Centro;23496.0;12482.0;11014.0;5257.0
2018-11-28;ARS Lisboa e Vale do Tejo;33346.0;12965.0;20381.0;4950.0
2018-11-29;ARS Norte;46932.0;22856.0;24076.0;8080.0
2018-11-29;ARS Algarve;4678.0;2080.0;2598.0;751.0
2018-11-30;ARS Centro;17510.0;10036.0;7474.0;4084.0
2018-11-30;ARS Alentejo;6081.0;3060.0;3021.0;1272.0
2018-12-01;ARS Lisboa e Vale do Tejo;1597.0;1597.0;0.0;359.0
2018-12-02;ARS Norte;2339.0;2339.0;0.0;376.0
2018-12-02;ARS Centro;1756.0;1756.0;0.0;461.0
2018-12-03;ARS Norte;60456.0;32583.0;27873.0;12050.0
2018-12-04;ARS Norte;56725.0;29063.0;27662.0;10996.0
2018-12-04;ARS Alentejo;8622.0;4552.0;4070.0;1925.0
2018-12-05;ARS Algarve;4716.0;2224.0;2492.0;874.0
2018-12-07;ARS Centro;17708.0;10102.0;7606.0;4244.0
2018-12-08;ARS Centro;1706.0;1682.0;24.0;439.0
2018-12-10;ARS Norte;60366.0;31967.0;28399.0;12152.0
2018-12-10;ARS Centro;25915.0;14849.0;11066.0;6277.0
2018-12-11;ARS Centro;24830.0;13432.0;11398.0;5806.0
2018-12-12;ARS Alentejo;7580.0;4088.0;3492.0;1894.0
2018-12-13;ARS Lisboa e Vale do Tejo;33478.0;13413.0;20065.0;5241.0
2018-12-14;ARS Centro;17595.0;10042.0;7553.0;4270.0
2018-12-14;ARS Lisboa e Vale do Tejo;28167.0;11925.0;16242.0;4723.0
2018-12-15;ARS Norte;2589.0;2484.0;105.0;493.0
2018-12-16;ARS Norte;2367.0;2367.0;0.0;406.0
2018-12-17;ARS Norte;59545.0;31662.0;27883.0;12058.0
2018-12-17;ARS Lisboa e Vale do Tejo;38551.0;16803.0;21748.0;6464.0
2018-12-17;ARS Algarve;5506.0;2553.0;2953.0;1049.0
2018-12-18;ARS Algarve;4847.0;2157.0;2690.0;929.0
2018-12-20;ARS Norte;46714.0;23319.0;23395.0;8584.0
2018-12-21;ARS Algarve;3779.0;1702.0;2077.0;707.0
2018-12-22;ARS Norte;2808.0;2686.0;122.0;568.0
2018-12-22;ARS Lisboa e Vale do Tejo;2332.0;2315.0;17.0;571.0
2018-12-22;ARS Algarve;364.0;274.0;90.0;72.0
2018-12-23;ARS Algarve;297.0;229.0;68.0;54.0
2018-12-24;ARS Alentejo;941.0;869.0;72.0;290.0
2018-12-25;ARS Norte;1667.0;1667.0;0.0;288.0
2018-12-25;ARS Lisboa e Vale do Tejo;767.0;763.0;4.0;142.0
2018-12-27;ARS Algarve;3593.0;1937.0;1656.0;787.0
2018-12-29;ARS Centro;2437.0;2294.0;143.0;650.0
2018-12-29;ARS Lisboa e Vale do Tejo;2515.0;2493.0;22.0;620.0
2019-01-01;ARS Centro;1419.0;1419.0;0.0;378.0
2019-01-03;ARS Alentejo;8048.0;4804.0;3244.0;2162.0
2019-01-04;ARS Norte;49922.0;28313.0;21609.0;10338.0
2019-01-05;ARS Centro;2512.0;2372.0;140.0;711.0
2019-01-06;ARS Centro;2053.0;2053.0;0.0;526.0
2019-01-07;ARS Centro;28462.0;16652.0;11810.0;7225.0
2019-01-08;ARS Centro;27540.0;15439.0;12101.0;6687.0
2019-01-09;ARS Centro;25101.0;14179.0;10922.0;6112.0
2019-01-10;ARS Alentejo;8111.0;4524.0;3587.0;2034.0
2019-01-13;ARS Lisboa e Vale do Tejo;1817.0;1817.0;0.0;412.0
2019-01-13;ARS Alentejo;921.0;851.0;70.0;222.0
2019-01-14;ARS Norte;67006.0;35855.0;31151.0;13036.0
2019-01-14;ARS Centro;29024.0;16772.0;12252.0;6769.0
2019-01-14;ARS Algarve;5519.0;2780.0;2739.0;1167.0
2019-01-16;ARS Algarve;4750.0;2401.0;2349.0;965.0
2019-01-18;ARS Lisboa e Vale do Tejo;26826.0;12195.0;14631.0;4251.0
2019-01-18;ARS Alentejo;6091.0;3365.0;2726.0;1401.0
2019-01-19;ARS Norte;3280.0;3159.0;121.0;610.0
2019-01-19;ARS Algarve;381.0;275.0;106.0;68.0
2019-01-20;ARS Centro;2419.0;2409.0;10.0;611.0
2019-01-20;ARS Algarve;351.0;193.0;158.0;48.0
2019-01-21;ARS Lisboa e Vale do Tejo;42944.0;19401.0;23543.0;6968.0
2019-01-22;ARS Alentejo;8792.0;4651.0;4141.0;1941.0
2019-01-23;ARS Norte;55743.0;28315.0;27428.0;9655.0
2019-01-24;ARS Norte;55137.0;27762.0;27375.0;9773.0
2019-01-25;ARS Centro;19939.0;11521.0;8418.0;4615.0
2019-01-30;ARS Centro;23831.0;13141.0;10690.0;5143.0
2019-01-30;ARS Algarve;5008.0;2405.0;2603.0;903.0
2019-01-31;ARS Norte;52205.0;25407.0;26798.0;8434.0
2019-01-31;ARS Lisboa e Vale do Tejo;34336.0;14083.0;20253.0;4827.0
2019-01-31;ARS Alentejo;7815.0;4037.0;3778.0;1586.0
2019-02-02;ARS Norte;3546.0;3431.0;115.0;647.0
2019-02-03;ARS Norte;3228.0;3228.0;0.0;514.0
2019-02-03;ARS Alentejo;943.0;910.0;33.0;221.0
2019-02-04;ARS Lisboa e Vale do Tejo;41825.0;18749.0;23076.0;6826.0
2019-02-04;ARS Algarve;5907.0;2910.0;2997.0;1138.0
2019-02-05;ARS Alentejo;9600.0;4996.0;4604.0;2122.0
2019-02-07;ARS Alentejo;7629.0;4057.0;3572.0;1658.0
2019-02-09;ARS Alentejo;1043.0;961.0;82.0;287.0
2019-02-12;ARS Lisboa e Vale do Tejo;38613.0;16422.0;22191.0;6137.0
2019-02-13;ARS Norte;55059.0;27937.0;27122.0;10035.0
2019-02-13;ARS Centro;23989.0;13284.0;10705.0;5594.0
2019-02-13;ARS Alentejo;8241.0;4453.0;3788.0;2011.0
2019-02-15;ARS Norte;28210.0;14289.0;13921.0;5010.0
2019-02-17;ARS Norte;3256.0;3256.0;0.0;541.0
2019-02-18;ARS Lisboa e Vale do Tejo;42357.0;18902.0;23455.0;6965.0
2019-02-18;ARS Algarve;5727.0;2813.0;2914.0;1095.0
2019-02-19;ARS Alentejo;9313.0;4974.0;4339.0;2193.0
2019-02-20;ARS Centro;24290.0;13308.0;10982.0;5529.0
2019-02-22;ARS Norte;42511.0;22369.0;20142.0;7892.0
2019-02-22;ARS Lisboa e Vale do Tejo;27508.0;11945.0;15563.0;4312.0
2019-02-22;ARS Alentejo;6063.0;3371.0;2692.0;1395.0
2019-02-23;ARS Algarve;325.0;272.0;53.0;59.0
2019-02-25;ARS Norte;61563.0;32982.0;28581.0;11999.0
2019-02-25;ARS Centro;27721.0;15495.0;12226.0;6394.0
2019-02-25;ARS Lisboa e Vale do Tejo;39891.0;17267.0;22624.0;6514.0
2019-02-26;ARS Algarve;5569.0;2589.0;2980.0;1052.0
2019-02-28;ARS Norte;51206.0;25431.0;25775.0;9334.0
2019-03-02;ARS Norte;3042.0;2912.0;130.0;631.0
2019-03-02;ARS Lisboa e Vale do Tejo;2253.0;2237.0;16.0;562.0
2019-03-03;ARS Norte;2554.0;2554.0;0.0;475.0
2019-03-04;ARS Norte;53192.0;28904.0;24288.0;10496.0
2019-03-04;ARS Alentejo;7007.0;3892.0;3115.0;1615.0
2019-03-05;ARS Centro;1400.0;1358.0;42.0;371.0
2019-03-05;ARS Lisboa e Vale do Tejo;854.0;854.0;0.0;177.0
2019-03-07;ARS Algarve;5001.0;2351.0;2650.0;927.0
2019-03-10;ARS Centro;1927.0;1927.0;0.0;495.0
2019-03-10;ARS Alentejo;797.0;741.0;56.0;196.0
2019-03-10;ARS Algarve;276.0;246.0;30.0;39.0
2019-03-12;ARS Norte;59671.0;30031.0;29640.0;11375.0
2019-03-13;ARS Algarve;4990.0;2276.0;2714.0;928.0
2019-03-14;ARS Norte;51480.0;25180.0;26300.0;9106.0
2019-03-14;ARS Alentejo;7732.0;4073.0;3659.0;1792.0
2019-03-16;ARS Centro;2075.0;1973.0;102.0;561.0
2019-03-16;ARS Algarve;374.0;299.0;75.0;63.0
2019-03-17;ARS Alentejo;813.0;744.0;69.0;218.0
2019-03-18;ARS Centro;27831.0;15226.0;12605.0;6467.0
2019-03-18;ARS Lisboa e Vale do Tejo;40997.0;17603.0;23394.0;6888.0
2019-03-18;ARS Algarve;5826.0;2737.0;3089.0;1098.0
2019-03-19;ARS Algarve;5152.0;2284.0;2868.0;925.0
2019-03-20;ARS Norte;54390.0;26427.0;27963.0;9678.0
2019-03-20;ARS Centro;23781.0;12463.0;11318.0;5373.0
2019-03-20;ARS Alentejo;8171.0;4243.0;3928.0;1894.0
2019-03-22;ARS Lisboa e Vale do Tejo;28276.0;11816.0;16460.0;4281.0
2019-03-23;ARS Norte;2792.0;2682.0;110.0;551.0
2019-03-25;ARS Norte;63103.0;32684.0;30419.0;12025.0
2019-03-25;ARS Centro;26601.0;14405.0;12196.0;6103.0
2019-03-26;ARS Alentejo;8665.0;4422.0;4243.0;1952.0
2019-03-28;ARS Centro;22336.0;11080.0;11256.0;4610.0
2019-03-30;ARS Alentejo;1008.0;908.0;100.0;272.0
2019-04-03;ARS Centro;23580.0;12191.0;11389.0;5191.0
2019-04-03;ARS Lisboa e Vale do Tejo;35304.0;13945.0;21359.0;5434.0
2019-04-04;ARS Centro;23524.0;11692.0;11832.0;4945.0
2019-04-05;ARS Lisboa e Vale do Tejo;28397.0;11634.0;16763.0;4313.0
2019-04-06;ARS Centro;1903.0;1768.0;135.0;507.0
2019-04-06;ARS Alentejo;839.0;759.0;80.0;240.0
2019-04-09;ARS Centro;24605.0;12711.0;11894.0;5595.0
2019-04-09;ARS Lisboa e Vale do Tejo;36793.0;15185.0;21608.0;5950.0
2019-04-10;ARS Centro;21981.0;11677.0;10304.0;5137.0
2019-04-10;ARS Lisboa e Vale do Tejo;33797.0;13571.0;20226.0;5410.0
2019-04-12;ARS Norte;36778.0;19147.0;17631.0;6965.0
2019-04-12;ARS Alentejo;5341.0;2938.0;2403.0;1318.0
2019-04-14;ARS Centro;1646.0;1646.0;0.0;439.0
2019-04-15;ARS Norte;62102.0;33241.0;28861.0;12819.0
2019-04-16;ARS Alentejo;8351.0;4293.0;4058.0;1942.0
2019-04-17;ARS Norte;49904.0;23637.0;26267.0;8710.0
2019-04-18;ARS Alentejo;5758.0;2984.0;2774.0;1280.0
2019-04-19;ARS Lisboa e Vale do Tejo;1081.0;1081.0;0.0;253.0
2019-04-21;ARS Norte;1391.0;1389.0;2.0;262.0
2019-04-21;ARS Lisboa e Vale do Tejo;737.0;737.0;0.0;157.0
2019-04-22;ARS Centro;20565.0;11387.0;9178.0;4528.0
2019-04-22;ARS Lisboa e Vale do Tejo;35447.0;15705.0;19742.0;6158.0
2019-04-23;ARS Lisboa e Vale do Tejo;35045.0;14606.0;20439.0;5761.0
2019-04-24;ARS Lisboa e Vale do Tejo;32868.0;13500.0;19368.0;5307.0
2019-04-24;ARS Alentejo;7351.0;4052.0;3299.0;1764.0
2019-04-24;ARS Algarve;4386.0;1981.0;2405.0;812.0
2019-04-25;ARS Centro;1600.0;1600.0;0.0;450.0
2019-04-26;ARS Norte;41434.0;24688.0;16746.0;9135.0
2019-04-27;ARS Norte;2560.0;2437.0;123.0;565.0
2019-04-27;ARS Algarve;322.0;265.0;57.0;53.0
2019-04-28;ARS Norte;2227.0;2227.0;0.0;442.0
2019-04-29;ARS Algarve;5409.0;2707.0;2702.0;1182.0
2019-05-02;ARS Lisboa e Vale do Tejo;34288.0;15322.0;18966.0;6258.0
2019-05-03;ARS Alentejo;6721.0;3617.0;3104.0;1716.0
2019-05-05;ARS Lisboa e Vale do Tejo;1228.0;1228.0;0.0;276.0
2019-05-06;ARS Norte;67128.0;36656.0;30472.0;14173.0
2019-05-06;ARS Lisboa e Vale do Tejo;41466.0;18225.0;23241.0;7398.0
2019-05-07;ARS Centro;25391.0;13831.0;11560.0;6067.0
2019-05-08;ARS Lisboa e Vale do Tejo;36109.0;14457.0;21652.0;5568.0
2019-05-09;ARS Centro;24574.0;13064.0;11510.0;5619.0
2019-05-10;ARS Centro;18103.0;10394.0;7709.0;4533.0
2019-05-10;ARS Alentejo;6746.0;3660.0;3086.0;1651.0
2019-05-12;ARS Norte;2082.0;2082.0;0.0;365.0
2019-05-12;ARS Lisboa e Vale do Tejo;1297.0;1297.0;0.0;261.0
2019-05-12;ARS Alentejo;721.0;652.0;69.0;166.0
2019-05-13;ARS Norte;64659.0;33735.0;30924.0;12553.0
2019-05-14;ARS Lisboa e Vale do Tejo;38767.0;15629.0;23138.0;6196.0
2019-05-16;ARS Lisboa e Vale do Tejo;33360.0;13657.0;19703.0;5338.0
2019-05-18;ARS Algarve;341.0;271.0;70.0;67.0
2019-05-20;ARS Lisboa e Vale do Tejo;40941.0;17346.0;23595.0;6794.0
2019-05-20;ARS Alentejo;8601.0;4639.0;3962.0;2041.0
2019-05-23;ARS Alentejo;7224.0;3690.0;3534.0;1608.0
2019-05-25;ARS Centro;1943.0;1805.0;138.0;522.0
2019-05-25;ARS Algarve;290.0;196.0;94.0;44.0
2019-05-26;ARS Norte;1759.0;1759.0;0.0;326.0
